blt_feb_extract.odb,,,,
Top Node Set Coordinates in Millimeters:,,,,
Increment      0: Step Time =    0.000,,,,
Size: 264,4,,,2
Node#,X,Y,Z,NT11
,,,,
1,0.014987946,0.160000026,0.150000006,677.7774902
2,0.014987946,0,0.150000006,680.655603
5,0.014987946,0,0,90.58214722
8,0.014987946,0.160000026,0,90.17513428
29,0.014987946,0.145454586,0.150000006,1093.132104
30,0.014987946,0.130909026,0.150000006,1612.14126
31,0.014987946,0.116363585,0.150000006,2236.940332
32,0.014987946,0.101818144,0.150000006,2855.918115
33,0.014987946,0.087272704,0.150000006,3248.421289
34,0.014987946,0.072727263,0.150000006,3248.485498
35,0.014987946,0.058181822,0.150000006,2856.1271
36,0.014987946,0.043636322,0.150000006,2237.472559
37,0.014987946,0.029090881,0.150000006,1612.769434
38,0.014987946,0.014545441,0.150000006,1094.655908
881,0.014987946,0.014545441,0,145.5489746
882,0.014987946,0.029090881,0,226.2429443
883,0.014987946,0.043636322,0,325.1553589
884,0.014987946,0.058181822,0,419.3186279
885,0.014987946,0.072727263,0,478.4047485
886,0.014987946,0.087272704,0,478.3930908
887,0.014987946,0.101818144,0,419.2813965
888,0.014987946,0.116363585,0,325.0821777
889,0.014987946,0.130909026,0,226.1091553
890,0.014987946,0.145454586,0,145.3104187
1742,0.014987946,0.160000026,0.135000004,661.9543701
1743,0.014987946,0.160000026,0.120000005,616.2564941
1744,0.014987946,0.160000026,0.105000004,546.1681763
1745,0.014987946,0.160000026,0.090000004,457.6502319
1746,0.014987946,0.160000026,0.075000003,358.6811768
1747,0.014987946,0.160000026,0.060000002,264.0577637
1748,0.014987946,0.160000026,0.045000009,188.038385
1749,0.014987946,0.160000026,0.030000009,133.2734009
1750,0.014987946,0.160000026,0.015000001,100.8719421
1760,0.014987946,0,0.015000001,101.3391663
1761,0.014987946,0,0.030000001,133.9198242
1762,0.014987946,0,0.045000002,188.9903809
1763,0.014987946,0,0.060000002,265.4201904
1764,0.014987946,0,0.075000003,360.5300537
1765,0.014987946,0,0.090000004,459.8095337
